Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Yamin Ahmadzai,440968,19,7,51,3,2.68,1,0,0
Wafadar Momand,973945,21,5,100,2,4.76,1,1,0
Mohammad Nabi,25913,13,0,65,1,5.00,0,0,0
Rashid Khan,793463,34.5,2,154,2,4.42,0,0,0
Mujeeb Ur Rahman,974109,15,1,75,1,5.00,0,0,0
Asghar Afghan,320652,2,0,16,0,8.00,0,0,0
Umesh Yadav,376116,6,1,18,1,3.00,0,0,1
Ishant Sharma,236779,5,0,28,2,5.60,0,0,1
Hardik Pandya,625371,5,0,18,0,3.60,0,0,1
Ravichandran Ashwin,26421,8,1,27,4,3.37,0,0,1
Ravindra Jadeja,234675,3.5,1,18,2,4.69,0,0,1
Ishant Sharma,236779,7,2,17,2,2.42,0,0,2
Umesh Yadav,376116,7,1,26,3,3.71,0,0,2
Hardik Pandya,625371,4,2,6,0,1.50,0,0,2
Ravichandran Ashwin,26421,11.4,3,32,1,2.74,0,0,2
Ravindra Jadeja,234675,9,3,17,4,1.88,0,0,2
