Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Michael Beer,307495,3,0,20,0,6.66,0,0,0
Ben Hilfenhaus,5941,4,0,38,3,9.50,0,1,0
Glenn Maxwell,325026,2,0,12,1,6.00,0,0,0
Scott Boland,446548,4,0,33,0,8.25,0,0,0
Adam Zampa,379504,4,0,41,0,10.25,1,0,0
James Faulkner,270484,2,0,24,0,12.00,0,0,0
Marcus Stoinis,325012,1,0,17,0,17.00,0,0,0
Clive Rose,288285,3,0,17,0,5.66,0,0,1
Shaun Tait,8076,4,0,56,0,14.00,2,0,1
Stuart Broad,10617,3.4,0,35,2,9.54,0,0,1
Hamish Kingston,326679,3,0,37,0,12.33,0,0,1
Cameron Boyce,326625,4,0,39,1,9.75,0,0,1
