Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Cameron Valente,605576,4,0,36,1,9.00,5,3,1,0,0,0
Daniel Worrall,557298,4,0,28,0,7.00,12,3,1,1,0,0
Wes Agar,959833,4,0,46,0,11.50,10,4,3,0,0,0
Liam O'Connor,334388,4,0,26,0,6.50,6,1,1,0,0,0
Danny Briggs,310107,4,0,36,1,9.00,8,2,1,2,0,0
Glenn Maxwell,325026,4,0,12,2,3.00,13,0,0,0,0,1
Zahir Khan,712219,4,0,19,2,4.75,13,1,0,2,0,1
Billy Stanlake,533042,2,0,10,1,5.00,8,1,0,1,0,1
Adam Zampa,379504,3.2,0,17,5,5.09,9,2,0,0,0,1
Haris Rauf,1161606,1,0,10,0,10.00,1,1,0,0,0,1
