Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Johan Botha,44149,4,0,38,0,9.50,0,0,0
Ben Dwarshuis,679567,4,0,34,2,8.50,0,0,0
Doug Bollinger,4508,4,0,40,0,10.00,0,0,0
William Somerville,38607,4,0,22,1,5.50,0,0,0
Sean Abbott,398666,4,0,16,5,4.00,2,0,0
Tom Andrews,605566,2,0,17,0,8.50,0,0,1
Travis Head,530011,2,0,14,1,7.00,0,0,1
Chris Jordan,288992,3,0,27,2,9.00,2,0,1
Billy Stanlake,533042,3.2,0,17,3,5.09,0,0,1
Ben Laughlin,315623,4,0,10,2,2.50,0,0,1
Liam O'Connor,334388,3,0,12,2,4.00,0,0,1
Kieron Pollard,230559,1,0,6,0,6.00,0,0,1
