Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,25,6,66,4,2.64,0,0,0
Shannon Gabriel,446101,22,5,71,3,3.22,0,2,0
Jason Holder,391485,20.4,11,36,1,1.74,0,0,0
Miguel Cummins,556749,13,1,49,0,3.76,0,0,0
Roston Chase,391832,16,3,58,2,3.62,0,0,0
Ishant Sharma,236779,17,5,43,5,2.52,0,0,1
Jasprit Bumrah,625383,18,4,55,1,3.05,1,2,1
Mohammed Shami,481896,17,3,48,2,2.82,0,0,1
Ravindra Jadeja,234675,20.2,4,64,2,3.14,0,0,1
Hanuma Vihari,452044,2,0,7,0,3.50,0,0,1
Kemar Roach,230553,20,8,29,1,1.45,0,0,2
Shannon Gabriel,446101,16,3,63,1,3.93,0,0,2
Roston Chase,391832,38,5,132,4,3.47,0,0,2
Jason Holder,391485,18.3,4,45,1,2.43,0,0,2
Miguel Cummins,556749,7,1,20,0,2.85,0,0,2
John Campbell,348026,6,0,20,0,3.33,0,0,2
Kraigg Brathwaite,348024,7,0,24,0,3.42,0,0,2
Ishant Sharma,236779,9.5,1,31,3,3.15,0,1,3
Jasprit Bumrah,625383,8,4,7,5,0.87,0,0,3
Ravindra Jadeja,234675,4,0,42,0,10.50,0,0,3
Mohammed Shami,481896,5,3,13,2,2.60,0,0,3
