Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Pat Cummins,489889,21,8,61,3,2.90,2,0,0
Josh Hazlewood,288284,22,6,58,3,2.63,0,0,0
Peter Siddle,7898,13,2,48,1,3.69,0,0,0
Nathan Lyon,272279,19.1,2,68,3,3.54,0,0,0
Steven Smith,267192,2,0,6,0,3.00,0,0,0
Stuart Broad,10617,27.3,7,65,4,2.36,1,0,1
Jofra Archer,669855,29,11,59,2,2.03,1,1,1
Chris Woakes,247235,19,6,61,3,3.21,0,0,1
Ben Stokes,311158,8,1,17,0,2.12,0,0,1
Jack Leach,455524,11,3,19,1,1.72,0,0,1
Pat Cummins,489889,17,6,35,3,2.05,0,0,2
Josh Hazlewood,288284,13,1,43,0,3.30,0,0,2
Peter Siddle,7898,15,4,54,2,3.60,0,1,2
Nathan Lyon,272279,26,3,102,0,3.92,0,0,2
Stuart Broad,10617,7,0,29,0,4.14,0,0,3
Jofra Archer,669855,15,2,32,3,2.13,1,1,3
Chris Woakes,247235,3,0,11,0,3.66,0,0,3
Jack Leach,455524,16.3,5,37,3,2.24,0,0,3
Ben Stokes,311158,3,1,16,0,5.33,0,0,3
Joe Root,303669,1,0,7,0,7.00,0,0,3
Joe Denly,12454,2,2,0,0,0.00,0,0,3
