Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Anwar Ali,232491,4,0,37,0,9.25,1,0,0
Tymal Mills,459257,4,0,21,2,5.25,0,0,0
Zulfiqar Babar,43871,4,0,25,0,6.25,0,0,0
Thisara Perera,233514,4,0,34,3,8.50,0,0,0
Hassan Khan,959789,2,0,14,0,7.00,0,0,0
Mohammad Nawaz,348148,2,0,27,1,13.50,0,0,0
Mohammad Amir,290948,4,0,27,0,6.75,1,0,1
Imad Wasim,227758,3,0,27,0,9.00,1,0,1
Sohail Khan,317252,4,0,23,3,5.75,0,0,1
Abrar Ahmed,734459,2,0,19,0,9.50,0,0,1
Ravi Bopara,10582,4,0,30,0,7.50,1,0,1
Kieron Pollard,230559,1.1,0,23,0,19.71,0,1,1
Shoaib Malik,42657,1,0,9,0,9.00,0,0,1
