Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Oshane Thomas,914567,4,0,33,1,8.25,10,6,0,0,0,0
Sheldon Cottrell,495551,4,0,28,4,7.00,11,2,1,1,0,0
Keemo Paul,677081,4,0,23,2,5.75,14,4,0,0,1,0
Carlos Brathwaite,457249,3,0,13,1,4.33,8,1,0,0,0,0
Fabian Allen,670013,3,0,19,1,6.33,8,1,1,0,0,0
Rovman Powell,820351,1,0,7,0,7.00,2,1,0,0,0,0
Shakib Al Hasan,56143,3.5,0,32,0,8.34,8,2,2,0,0,1
Mehidy Hasan Miraz,629063,2,0,37,0,18.50,3,1,5,0,0,1
Abu Hider,550137,1,0,15,0,15.00,1,1,1,0,0,1
Mohammad Saifuddin,629070,1,0,13,1,13.00,2,1,1,1,0,1
Mustafizur Rahman,330902,1,0,15,0,15.00,0,3,0,0,0,1
Mahmudullah,56025,2,0,13,1,6.50,5,0,1,0,0,1
