Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Billy Stanlake,533042,4,0,30,0,7.50,15,5,1,0,0,0
Jhye Richardson,774223,4,0,43,2,10.75,7,4,1,3,0,0
Andrew Tye,459508,4,0,35,3,8.75,9,1,3,1,0,0
Marcus Stoinis,325012,3,0,29,1,9.66,6,5,0,1,0,0
Glenn Maxwell,325026,3,0,30,1,10.00,5,2,2,0,0,0
Ashton Agar,505120,2,0,27,0,13.50,3,2,2,0,0,0
Mohammad Amir,290948,4,0,25,1,6.25,8,1,1,0,0,1
Faheem Ashraf,681117,4,0,30,1,7.50,10,3,1,0,0,1
Shaheen Shah Afridi,1072470,4,0,37,3,9.25,7,5,0,1,0,1
Shadab Khan,922943,4,0,26,1,6.50,10,1,1,0,0,1
Usman Shinwari,697279,4,0,26,1,6.50,8,1,1,1,0,1
