Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
RP Singh,35280,3,0,30,1,10.00,7,4,1,1,0,0
Ishant Sharma,236779,4,0,36,2,9.00,15,4,1,4,0,0
Mitchell Marsh,272450,4,0,21,2,5.25,13,1,1,1,0,0
Rajat Bhatia,26907,4,1,10,1,2.50,17,1,0,0,0,0
Murugan Ashwin,528067,4,0,16,1,4.00,13,1,0,0,0,0
Ravichandran Ashwin,26421,1,0,7,1,7.00,2,1,0,0,0,0
Mitchell McClenaghan,319439,3,0,27,0,9.00,10,3,2,0,0,1
Jasprit Bumrah,625383,3,0,30,0,10.00,10,3,2,0,1,1
Vinay Kumar,35731,2,0,14,0,7.00,6,1,0,3,0,1
Shreyas Gopal,344580,3,0,18,0,6.00,5,1,0,0,0,1
Harbhajan Singh,29264,3,0,24,1,8.00,6,0,2,0,0,1
Hardik Pandya,625371,0.4,0,12,0,18.00,2,0,2,0,0,1
