Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ishant Sharma,236779,14,3,37,3,2.64,0,0,0
Umesh Yadav,376116,16,4,43,0,2.68,0,0,0
Ravichandran Ashwin,26421,28.1,7,67,4,2.37,0,0,0
Ravindra Jadeja,234675,21,4,56,3,2.66,0,1,0
Suranga Lakmal,49619,29,2,111,0,3.82,0,0,1
Lahiru Gamage,268845,35,8,97,1,2.77,0,0,1
Rangana Herath,49178,39,11,81,1,2.07,0,0,1
Dasun Shanaka,437316,26.1,4,103,1,3.93,1,0,1
Dilruwan Perera,49920,45,2,202,3,4.48,0,0,1
Dimuth Karunaratne,227772,2,0,8,0,4.00,0,0,1
Ishant Sharma,236779,12,4,43,2,3.58,0,0,2
Ravichandran Ashwin,26421,17.3,4,63,4,3.60,0,0,2
Ravindra Jadeja,234675,11,5,28,2,2.54,0,0,2
Umesh Yadav,376116,9,2,30,2,3.33,0,0,2
