Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,23.2,6,72,5,3.08,0,0,0
Stuart Broad,10617,22,4,64,3,2.90,0,0,0
Mark Wood,351588,17,3,61,0,3.58,0,0,0
Ben Stokes,311158,18,3,77,2,4.27,0,0,0
Liam Dawson,211855,7,1,26,0,3.71,0,0,0
Moeen Ali,8917,8,1,21,0,2.62,0,0,0
Keaton Jennings,440780,1,0,2,0,2.00,0,0,0
Morne Morkel,46538,13,2,45,2,3.46,0,0,1
Vernon Philander,46945,13,2,48,2,3.69,0,0,1
Chris Morris,439952,8.5,1,38,3,4.30,0,0,1
Duanne Olivier,486679,7,0,39,0,5.57,1,0,1
Keshav Maharaj,267724,10,1,21,3,2.10,0,0,1
James Anderson,8608,20,4,45,2,2.25,0,0,2
Stuart Broad,10617,19,4,60,0,3.15,0,0,2
Mark Wood,351588,18,5,68,0,3.77,0,0,2
Moeen Ali,8917,16,2,78,4,4.87,0,0,2
Ben Stokes,311158,20,4,34,2,1.70,0,0,2
Liam Dawson,211855,11,1,42,1,3.81,0,0,2
Morne Morkel,46538,13,4,30,0,2.30,0,0,3
Vernon Philander,46945,10,3,24,3,2.40,0,0,3
Duanne Olivier,486679,3.2,0,25,2,7.50,0,0,3
Chris Morris,439952,6,3,7,2,1.16,0,0,3
Keshav Maharaj,267724,12,2,42,3,3.50,0,0,3
