Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,19,6,41,0,2.15,0,0,0
Shannon Gabriel,446101,15.3,3,62,4,4.00,1,1,0
Alzarri Joseph,670031,13,4,53,0,4.07,1,0,0
Jason Holder,391485,20,6,42,6,2.10,0,1,0
James Anderson,8608,25,11,62,3,2.48,0,0,1
Jofra Archer,669855,22,3,61,0,2.77,0,1,1
Mark Wood,351588,22,2,74,1,3.36,0,0,1
Ben Stokes,311158,14,5,49,4,3.50,0,0,1
Dom Bess,646847,19,5,51,2,2.68,0,0,1
Kemar Roach,230553,22,8,50,0,2.27,0,0,2
Shannon Gabriel,446101,21.2,4,75,5,3.51,0,3,2
Jason Holder,391485,22,8,49,1,2.22,0,0,2
Roston Chase,391832,25,6,71,2,2.84,0,0,2
Alzarri Joseph,670031,18,2,45,2,2.50,0,0,2
Kraigg Brathwaite,348024,3,0,9,0,3.00,0,0,2
James Anderson,8608,15,3,42,0,2.80,0,0,3
Jofra Archer,669855,17,3,45,3,2.64,1,0,3
Mark Wood,351588,12,0,36,1,3.00,0,0,3
Dom Bess,646847,10,2,31,0,3.10,0,0,3
Ben Stokes,311158,10.2,1,39,2,3.77,0,1,3
