Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,10,1,85,2,8.50,31,13,3,1,0,0
Hamish Bennett,226493,10,0,77,0,7.70,24,8,1,6,0,0
Colin de Grandhomme,55395,8,0,41,1,5.12,27,5,0,3,0,0
James Neesham,355269,8,0,52,0,6.50,22,3,2,3,1,0
Mitchell Santner,502714,10,0,58,0,5.80,20,3,0,2,0,0
Ish Sodhi,559066,4,0,27,1,6.75,8,0,2,0,0,0
Jasprit Bumrah,625383,10,1,53,0,5.30,37,3,1,9,0,1
Mohammed Shami,481896,9.1,0,63,1,6.87,27,8,0,6,0,1
Shardul Thakur,475281,9,0,80,1,8.88,20,6,4,2,1,1
Ravindra Jadeja,234675,10,0,64,0,6.40,23,6,1,1,0,1
Kuldeep Yadav,559235,10,0,84,2,8.40,17,10,1,1,0,1
