Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,8,1,28,2,3.50,32,1,0,0,0,0
Mohammed Shami,481896,9.4,0,47,2,4.86,34,5,0,1,0,0
Vijay Shankar,477021,6,0,23,0,3.83,22,2,0,2,0,0
Kedar Jadhav,290716,6,0,35,0,5.83,12,2,0,0,0,0
Ravindra Jadeja,234675,9,0,53,0,5.88,21,3,0,4,0,0
Yuzvendra Chahal,430246,10,0,42,6,4.20,32,4,0,1,0,0
Jhye Richardson,774223,10,1,27,1,2.70,41,0,0,2,0,1
Peter Siddle,7898,9,1,56,1,6.22,28,6,0,3,0,1
Billy Stanlake,533042,10,0,49,0,4.90,32,4,0,1,0,1
Glenn Maxwell,325026,1,0,7,0,7.00,1,0,0,0,0,1
Adam Zampa,379504,10,0,34,0,3.40,32,0,0,0,0,1
Marcus Stoinis,325012,9.2,0,60,1,6.42,27,7,0,1,0,1
