Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
David Willey,308251,4,0,24,1,6.00,12,2,1,0,0,0
Lungi Ngidi,542023,4,0,24,1,6.00,15,3,1,1,0,0
Shardul Thakur,475281,2,0,19,0,9.50,5,2,1,0,0,0
Ravindra Jadeja,234675,4,0,18,3,4.50,8,0,0,0,0,0
Harbhajan Singh,29264,4,0,22,2,5.50,11,3,0,0,0,0
Dwayne Bravo,51439,2,0,17,0,8.50,3,1,0,0,0,0
Tim Southee,232364,3,0,30,0,10.00,6,4,1,0,0,1
Yuzvendra Chahal,430246,3,1,29,0,9.66,9,1,3,1,1,1
Umesh Yadav,376116,3,0,15,2,5.00,13,1,1,0,0,1
Mohammed Siraj,940973,2,0,18,0,9.00,5,0,2,0,0,1
Colin de Grandhomme,55395,4,0,16,1,4.00,11,1,0,0,0,1
Murugan Ashwin,528067,3,0,17,1,5.66,12,1,1,2,0,1
