Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tendai Chatara,425639,10,2,36,3,3.60,1,0,0
Richard Ngarava,806241,10,0,43,2,4.30,2,0,0
Chris Mpofu,55633,9,0,51,1,5.66,2,0,0
Graeme Cremer,55346,10,0,37,2,3.70,1,0,0
Solomon Mire,290462,6,0,37,0,6.16,0,0,0
Malcolm Waller,55872,5,0,28,0,5.60,0,0,0
Dawlat Zadran,516561,8,0,42,0,5.25,1,1,1
Amir Hamza,402245,10,1,40,2,4.00,0,0,1
Mohammad Nabi,25913,9,0,38,3,4.22,0,0,1
Gulbadin Naib,352048,8,0,38,2,4.75,2,0,1
Rashid Khan,793463,7.1,0,25,3,3.48,1,0,1
