Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Stuart Broad,10617,4,0,17,1,4.25,0,1,0
Beau Webster,381329,4,0,28,0,7.00,0,0,0
Dan Christian,4864,4,0,14,5,3.50,1,0,0
Simon Milenko,326639,4,0,50,2,12.50,0,0,0
Clive Rose,288285,3,0,21,1,7.00,1,0,0
Cameron Boyce,326625,1,0,11,0,11.00,0,0,0
Travis Head,530011,4,0,22,1,5.50,1,0,1
Billy Stanlake,533042,4,0,17,1,4.25,1,0,1
Chris Jordan,288992,3,0,30,0,10.00,0,0,1
Ben Laughlin,315623,2,0,9,0,4.50,0,0,1
Liam O'Connor,334388,2,0,20,0,10.00,0,0,1
Michael Neser,376169,1.4,0,28,0,16.80,0,1,1
Kieron Pollard,230559,1,0,7,0,7.00,0,0,1
