Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mashrafe Mortaza,56007,10,0,82,0,8.19,22,6,4,1,0,0
Taskin Ahmed,538506,9,0,71,0,7.88,19,6,2,3,0,0
Shakib Al Hasan,56143,10,0,60,2,6.00,20,2,1,1,0,0
Nasir Hossain,300618,8,0,49,0,6.12,15,2,1,0,0,0
Rubel Hossain,300619,10,0,62,4,6.20,17,2,0,1,0,0
Sabbir Rahman,373538,1,0,11,0,11.00,1,2,0,0,0,0
Mahmudullah,56025,2,0,16,0,8.00,1,0,0,1,0,0
Kagiso Rabada,550215,9,1,40,0,4.44,34,3,1,2,0,1
Dane Paterson,327947,8.5,0,67,1,7.58,23,10,0,1,0,1
Dwaine Pretorius,327830,10,0,48,2,4.80,31,3,1,2,0,1
Andile Phehlukwayo,540316,10,1,40,4,4.00,34,2,0,3,0,1
Imran Tahir,40618,10,0,50,3,5.00,29,3,1,1,0,1
