Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Jasprit Bumrah,625383,20,5,46,3,2.29,0,1,0
Ishant Sharma,236779,16,6,26,2,1.62,0,0,0
Hardik Pandya,625371,8,0,51,1,6.37,0,1,0
Mohammed Shami,481896,18,2,51,2,2.83,0,0,0
Ravichandran Ashwin,26421,14.4,3,40,2,2.72,0,0,0
James Anderson,8608,18,2,50,0,2.77,0,0,1
Stuart Broad,10617,18.5,5,63,3,3.34,1,0,1
Sam Curran,662973,16,4,41,1,2.56,3,0,1
Keaton Jennings,440780,2,0,4,0,2.00,0,0,1
Adil Rashid,244497,7,0,19,0,2.71,0,0,1
Moeen Ali,8917,16,1,63,5,3.93,0,0,1
Ben Stokes,311158,7,1,23,1,3.28,0,3,1
Ravichandran Ashwin,26421,37.1,7,84,1,2.26,0,0,2
Jasprit Bumrah,625383,19,3,51,1,2.68,0,0,2
Ishant Sharma,236779,15,4,36,2,2.40,0,0,2
Mohammed Shami,481896,16,0,57,4,3.56,0,0,2
Hardik Pandya,625371,9,0,34,0,3.77,0,0,2
James Anderson,8608,11,2,33,2,3.00,0,0,3
Stuart Broad,10617,10,2,23,1,2.29,0,0,3
Moeen Ali,8917,26,3,71,4,2.73,0,0,3
Ben Stokes,311158,12,3,34,2,2.83,1,0,3
Sam Curran,662973,3.4,2,1,1,0.27,0,0,3
Adil Rashid,244497,7,3,21,0,3.00,0,0,3
