Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Sohail Tanvir,43265,4,0,23,0,5.75,2,0,0
Mohammad Hasnain,1158100,4,0,30,3,7.50,0,0,0
Mohammad Nawaz,348148,4,0,31,1,7.75,0,0,0
Dwayne Bravo,51439,4,0,24,2,6.00,0,0,0
Fawad Ahmed,240609,4,0,22,1,5.50,0,0,0
Hasan Ali,681305,4,0,29,0,7.25,0,0,1
Tymal Mills,459257,4,0,31,0,7.75,1,0,1
Chris Jordan,288992,3,0,38,0,12.66,1,0,1
Wahab Riaz,43590,4,0,19,1,4.75,2,0,1
Sohaib Maqsood,43266,1,0,8,0,8.00,0,0,1
Kieron Pollard,230559,1,0,5,0,5.00,0,0,1
Nabi Gul,1088164,0.5,0,4,0,4.80,0,0,1
