Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,4,0,27,2,6.75,10,0,2,3,0,0
Ishant Sharma,236779,4,0,38,3,9.50,12,5,1,2,0,0
Axar Patel,554691,4,0,16,0,4.00,12,1,0,0,0,0
Amit Mishra,31107,4,0,17,3,4.25,11,1,0,0,0,0
Keemo Paul,677081,3.1,0,15,0,4.73,8,1,0,1,0,0
Sherfane Rutherford,914541,0.5,0,2,0,2.40,3,0,0,0,0,0
Krishnappa Gowtham,424377,4,0,16,0,4.00,9,0,0,0,0,1
Varun Aaron,360911,2,0,21,0,10.50,2,1,1,1,0,1
Oshane Thomas,914567,1,0,13,0,13.00,2,3,0,0,0,1
Ish Sodhi,559066,3.1,1,26,3,8.21,11,1,3,0,0,1
Shreyas Gopal,344580,4,0,21,2,5.25,13,0,2,0,0,1
Riyan Parag,1079434,1,0,14,0,14.00,2,0,2,0,0,1
Stuart Binny,27223,1,0,6,0,6.00,0,0,0,0,0,1
