Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Suranga Lakmal,49619,8,0,45,2,5.62,30,6,1,0,0,0
Lahiru Kumara,784375,8,0,74,1,9.25,18,9,2,3,0,0
Thisara Perera,233514,8,0,63,0,7.87,20,9,1,0,0,0
Sachith Pathirana,212756,5,0,27,0,5.40,13,1,0,2,0,0
Lakshan Sandakan,429738,8,0,43,1,5.37,27,5,0,3,0,0
Asela Gunaratne,360456,10,0,40,1,4.00,28,1,0,1,0,0
Danushka Gunathilaka,345821,3,0,22,0,7.33,6,3,0,0,0,0
Mashrafe Mortaza,56007,7,2,35,2,5.00,27,5,1,0,0,1
Mehidy Hasan Miraz,629063,10,0,43,2,4.30,33,4,0,0,0,1
Taskin Ahmed,538506,9,0,41,1,4.55,29,4,0,2,0,1
Shakib Al Hasan,56143,8,0,33,1,4.12,22,1,0,1,0,1
Mustafizur Rahman,330902,8.1,0,56,3,6.85,24,4,2,1,0,1
Mosaddek Hossain,550133,3,0,21,0,7.00,6,2,0,0,0,1
