Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Rasikh Salam,1161489,4,0,42,0,10.50,8,3,2,1,2,0
Mitchell McClenaghan,319439,4,0,40,3,10.00,10,5,2,0,0,0
Jasprit Bumrah,625383,4,0,40,1,10.00,8,3,3,0,0,0
Hardik Pandya,625371,4,0,41,1,10.25,8,3,3,1,0,0
Krunal Pandya,471342,2,0,21,0,10.50,3,4,0,0,0,0
Ben Cutting,230371,2,0,27,1,13.50,2,4,1,0,0,0
Trent Boult,277912,4,0,42,1,10.50,7,6,1,1,0,1
Ishant Sharma,236779,4,0,34,2,8.50,13,6,1,0,0,1
Kagiso Rabada,550215,4,0,23,2,5.75,10,1,0,3,0,1
Rahul Tewatia,423838,1.2,0,12,1,9.00,4,1,1,0,0,1
Keemo Paul,677081,3,0,21,1,7.00,8,3,0,2,0,1
Axar Patel,554691,3,0,42,1,14.00,2,3,3,0,0,1
