Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Irfan,429981,4,0,31,1,7.75,0,0,0
Mohammad Sami,41324,4,0,26,3,6.50,1,0,0
Rumman Raees,448243,4,0,19,2,4.75,0,0,0
Shadab Khan,922943,4,0,26,2,6.50,2,0,0
Shane Watson,8180,2,0,25,0,12.50,0,0,0
Amad Butt,717373,2,0,9,1,4.50,1,0,0
Hasan Ali,681305,4,0,17,1,4.25,0,0,1
Junaid Khan,259551,4,0,49,1,12.25,2,1,1
Shakib Al Hasan,56143,4,0,24,1,6.00,0,0,1
Wahab Riaz,43590,4,0,21,1,5.25,1,1,1
Shahid Afridi,42639,4,0,26,0,6.50,0,0,1
