Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Fareed Ahmad,568136,4,0,22,0,5.50,0,0,0
Dawlat Zadran,516561,4,0,28,0,7.00,0,0,0
Amir Hamza,402245,4,0,21,2,5.25,0,0,0
Mohammad Nabi,25913,4,0,27,2,6.75,0,0,0
Rashid Khan,793463,4,0,22,2,5.50,1,0,0
Boyd Rankin,24599,4,0,31,0,7.75,0,0,1
Andy McBrine,417381,2,0,12,1,6.00,0,0,1
George Dockrell,348034,4,0,19,1,4.75,1,0,1
Josh Little,928067,3.4,0,31,0,8.45,1,0,1
Jacob Mulder,1005369,4,0,23,2,5.75,0,0,1
Kevin O'Brien,24605,1,0,9,0,9.00,1,0,1
