Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jean-Paul Duminy,44932,4,0,38,1,9.50,9,2,2,2,0,0
Samit Patel,18632,1,0,10,0,10.00,2,0,1,0,0,0
Mohammad Sami,41324,4,0,36,1,9.00,9,3,2,0,0,0
Steven Finn,210283,3,0,31,0,10.33,4,2,1,3,0,0
Faheem Ashraf,681117,4,0,32,3,8.00,6,1,2,1,0,0
Shadab Khan,922943,4,0,15,1,3.75,12,1,0,0,0,0
Fakhar Zaman,512191,2,0,21,0,10.50,4,1,2,0,0,1
Sohail Khan,317252,3,0,29,0,9.66,7,5,0,2,0,1
Yasir Shah,43685,4,0,26,0,6.50,14,3,1,0,1,1
Sunil Narine,230558,4,0,28,3,7.00,12,0,3,1,0,1
Imran Khan,783423,2.4,0,24,1,9.00,3,0,2,0,0,1
Aamer Yamin,434429,1,0,16,0,16.00,0,0,1,1,0,1
Salman Irshad,781705,1,0,18,0,18.00,0,0,2,0,1,1
