Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,3,0,15,0,5.00,10,2,0,0,0,0
Jasprit Bumrah,625383,3,0,21,1,7.00,7,2,0,0,0,0
Khaleel Ahmed,942645,3,0,42,1,14.00,5,3,3,2,0,0
Kuldeep Yadav,559235,4,0,24,2,6.00,9,1,0,2,0,0
Krunal Pandya,471342,4,0,55,0,13.75,5,0,6,1,0,0
Jason Behrendorff,272477,4,0,43,1,10.75,9,6,1,0,0,1
Billy Stanlake,533042,3,0,27,1,9.00,7,2,1,1,1,1
Andrew Tye,459508,3,0,47,1,15.66,3,6,2,3,0,1
Adam Zampa,379504,4,0,22,2,5.50,11,1,0,0,1,1
Marcus Stoinis,325012,3,0,27,2,9.00,4,2,0,2,1,1
