Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Seth Rance,395057,9,0,66,0,7.33,1,0,0
Hamish Bennett,226493,10,1,31,3,3.10,4,0,0
Mitchell Santner,502714,10,1,36,1,3.60,0,0,0
James Neesham,355269,9,0,68,2,7.55,4,0,0
Ish Sodhi,559066,10,1,40,2,4.00,0,0,0
Colin Munro,232359,2,0,14,0,7.00,0,0,0
Mashrafe Mortaza,56007,6.3,0,58,1,8.92,1,0,1
Shakib Al Hasan,56143,10,1,50,0,5.00,1,0,1
Mustafizur Rahman,330902,9,1,33,2,3.66,0,0,1
Mehidy Hasan Miraz,629063,8,0,45,0,5.62,0,0,1
Mahmudullah,56025,1,0,8,0,8.00,0,0,1
Mosaddek Hossain,550133,3,0,7,0,2.33,0,0,1
Rubel Hossain,300619,10,0,53,2,5.30,0,0,1
