Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,14,3,41,1,2.92,0,0,0
Mohammad Abbas,389666,14,7,23,4,1.64,0,0,0
Hasan Ali,681305,15.2,2,51,4,3.32,1,1,0
Faheem Ashraf,681117,9,2,28,1,3.11,0,0,0
Shadab Khan,922943,6,0,34,0,5.66,0,0,0
James Anderson,8608,26,6,82,3,3.15,0,0,1
Stuart Broad,10617,25,9,61,1,2.44,0,1,1
Mark Wood,351588,24.3,6,74,2,3.02,1,0,1
Ben Stokes,311158,22,5,73,3,3.31,0,0,1
Dom Bess,646847,17,0,59,0,3.47,0,0,1
Mohammad Amir,290948,18.1,3,36,4,1.98,0,0,2
Mohammad Abbas,389666,17,3,41,4,2.41,0,0,2
Faheem Ashraf,681117,9,2,31,0,3.44,0,0,2
Hasan Ali,681305,19,3,58,0,3.05,2,0,2
Shadab Khan,922943,19,2,63,2,3.31,0,0,2
James Anderson,8608,3,0,12,1,4.00,0,0,3
Stuart Broad,10617,3,1,13,0,4.33,0,0,3
Dom Bess,646847,3.4,0,29,0,7.90,0,0,3
Mark Wood,351588,3,1,7,0,2.33,0,0,3
