Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Johnson,6033,4,0,51,0,12.75,6,4,4,0,0,0
Piyush Chawla,32966,4,0,35,2,8.75,12,7,0,0,0,0
Shivam Mavi,1079848,3,0,21,0,7.00,6,1,1,1,0,0
Sunil Narine,230558,4,0,20,2,5.00,10,2,0,0,0,0
Andre Russell,276298,1,0,12,0,12.00,1,2,0,1,0,0
Kuldeep Yadav,559235,4,0,34,1,8.50,5,1,2,1,0,0
Lungi Ngidi,542023,3,0,36,1,12.00,5,4,2,1,0,1
KM Asif,1083030,3,0,32,1,10.66,11,1,4,1,0,1
Shane Watson,8180,2,0,19,0,9.50,6,4,0,1,0,1
Ravindra Jadeja,234675,4,0,39,1,9.75,7,2,1,2,0,1
Harbhajan Singh,29264,3,0,20,1,6.66,10,4,0,0,0,1
Dwayne Bravo,51439,1.4,0,22,0,13.20,3,4,0,2,0,1
Karn Sharma,30288,1,0,11,0,11.00,0,1,0,0,0,1
