Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sandeep Warrier,592735,4,0,31,2,7.75,9,5,0,0,0,0
Harry Gurney,244639,4,0,41,1,10.25,8,3,2,0,0,0
Sunil Narine,230558,4,0,29,0,7.25,6,1,1,0,0,0
Andre Russell,276298,3,0,29,1,9.66,8,4,1,1,0,0
Piyush Chawla,32966,4,0,43,0,10.75,4,2,3,0,0,0
Nitish Rana,604527,1,0,8,1,8.00,3,0,1,0,0,0
Mohammed Shami,481896,3,0,15,1,5.00,9,2,0,0,0,1
Arshdeep Singh,1125976,2,0,24,0,12.00,4,3,1,0,0,1
Ravichandran Ashwin,26421,4,0,38,1,9.50,9,2,3,1,0,1
Andrew Tye,459508,3,0,41,1,13.66,4,3,3,2,0,1
Murugan Ashwin,528067,2,0,24,0,12.00,0,2,1,0,0,1
Sam Curran,662973,4,0,41,0,10.25,6,4,1,2,0,1
