Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Morne Morkel,46538,3,0,30,0,10.00,8,3,2,0,0,0
Andre Russell,276298,2,0,16,0,8.00,3,2,0,0,0,0
Shakib Al Hasan,56143,3,0,14,1,4.66,7,1,0,0,0,0
Sunil Narine,230558,4,0,32,1,8.00,8,1,2,0,0,0
Piyush Chawla,32966,3,0,26,0,8.66,4,1,1,0,0,0
Rajagopal Sathish,33870,3,0,20,1,6.66,4,0,1,0,0,0
Umesh Yadav,376116,2,0,16,1,8.00,3,0,1,0,0,0
Albie Morkel,46248,3,0,36,2,12.00,5,5,1,2,0,1
Thisara Perera,233514,3.3,0,28,2,8.00,8,3,1,0,0,1
Ravichandran Ashwin,26421,2,0,21,0,10.50,4,0,2,3,0,1
Rajat Bhatia,26907,4,0,19,2,4.75,8,1,0,0,0,1
Ankit Sharma,422992,3,0,26,0,8.66,5,0,2,1,0,1
Murugan Ashwin,528067,4,0,32,1,8.00,10,2,2,1,0,1
