Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,30,13,46,5,1.53,0,0,0
Sam Curran,662973,12,3,54,0,4.50,0,0,0
Ben Stokes,311158,25.3,2,59,4,2.31,0,1,0
Moeen Ali,8917,12,1,59,1,4.91,0,0,0
Adil Rashid,244497,17,1,56,0,3.29,0,0,0
Joe Root,303669,5,0,10,0,2.00,0,0,0
Kemar Roach,230553,11,7,17,5,1.54,0,0,1
Shannon Gabriel,446101,7,2,15,1,2.14,0,0,1
Jason Holder,391485,8,3,15,2,1.87,0,0,1
Alzarri Joseph,670031,4.2,1,20,2,4.61,0,0,1
James Anderson,8608,18,4,58,0,3.22,0,0,2
Sam Curran,662973,17,1,69,1,4.05,0,0,2
Moeen Ali,8917,20,3,78,3,3.90,0,0,2
Ben Stokes,311158,25,3,81,2,3.24,0,2,2
Adil Rashid,244497,9,0,61,0,6.77,0,1,2
Joe Root,303669,10,0,37,0,3.70,0,0,2
Keaton Jennings,440780,4.1,0,29,0,6.96,0,0,2
Kemar Roach,230553,14,3,58,0,4.14,0,0,3
Shannon Gabriel,446101,16.5,2,55,1,3.26,1,1,3
Jason Holder,391485,12,6,24,0,2.00,0,1,3
Roston Chase,391832,21.4,2,60,8,2.76,1,0,3
Alzarri Joseph,670031,12,4,35,1,2.91,0,0,3
John Campbell,348026,4.1,0,10,0,2.40,1,0,3
