Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Umesh Yadav,376116,4,0,23,3,5.75,15,1,2,0,0,0
Tim Southee,232364,2,0,19,0,9.50,7,3,1,0,0,0
Mohammed Siraj,940973,3,0,17,1,5.66,10,1,1,1,0,0
Yuzvendra Chahal,430246,2,0,6,1,3.00,6,0,0,0,0,0
Colin de Grandhomme,55395,2,0,8,1,4.00,6,0,0,2,0,0
Moeen Ali,8917,2.1,0,13,1,6.00,5,0,1,0,0,0
Ravichandran Ashwin,26421,1,0,9,0,9.00,0,1,0,0,0,1
Andrew Tye,459508,4,0,33,0,8.25,9,4,1,0,0,1
Ankit Rajpoot,591650,1.1,0,21,0,18.00,2,3,1,1,1,1
Mohit Sharma,537119,1,0,15,0,15.00,0,3,0,0,0,1
Marcus Stoinis,325012,1,0,12,0,12.00,1,2,0,0,0,1
