Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Hafeez,41434,7,0,22,0,3.14,25,1,0,0,0,0
Mohammad Amir,290948,10,0,67,1,6.70,31,9,1,2,0,0
Shaheen Shah Afridi,1072470,10,3,28,3,2.80,43,2,0,0,0,0
Imad Wasim,227758,3,0,17,0,5.66,7,1,0,0,0,0
Shadab Khan,922943,10,0,43,1,4.30,32,1,2,0,0,0
Wahab Riaz,43590,10,0,55,0,5.50,30,4,1,2,0,0
Trent Boult,277912,10,0,48,1,4.80,42,7,1,0,0,1
Matt Henry,506612,7,0,25,0,3.57,27,2,0,0,0,1
Lockie Ferguson,493773,8.1,0,50,1,6.12,26,7,0,4,0,1
Colin de Grandhomme,55395,2,0,12,0,6.00,6,1,0,0,0,1
Mitchell Santner,502714,10,0,38,0,3.80,37,2,1,0,0,1
James Neesham,355269,3,0,20,0,6.66,9,3,0,1,0,1
Kane Williamson,277906,8,0,39,1,4.87,24,4,0,1,0,1
Colin Munro,232359,1,0,9,0,9.00,1,1,0,1,0,1
