Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Johnson,6033,4,0,13,1,3.25,2,0,0
Ashton Turner,500268,1,0,8,1,8.00,0,0,0
Jhye Richardson,774223,4,0,30,3,7.50,1,0,0
Andrew Tye,459508,4,0,25,0,6.25,1,0,0
Tim Bresnan,9310,4,0,40,3,10.00,1,0,0
Ashton Agar,505120,3,0,22,0,7.33,0,0,0
Ben Dwarshuis,679567,4,0,30,0,7.50,0,0,1
Jackson Bird,215152,2,0,28,0,14.00,0,0,1
Nathan Lyon,272279,4,0,28,1,7.00,0,0,1
Sean Abbott,398666,3,0,33,0,11.00,0,0,1
Johan Botha,44149,1.5,0,19,0,10.36,0,0,1
Moises Henriques,5961,1,0,5,0,5.00,0,0,1
