Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Billy Stanlake,533042,4,0,19,0,4.75,10,1,0,0,0,0
Zahir Khan,712219,4,0,31,1,7.75,7,3,0,0,0,0
Adam Zampa,379504,4,0,48,1,12.00,6,5,2,0,0,0
Clint Hinchliffe,774217,1,0,8,0,8.00,2,1,0,0,0,0
Nathan Coulter-Nile,261354,4,0,49,1,12.25,4,5,2,2,0,0
Marcus Stoinis,325012,2,0,16,1,8.00,4,2,0,2,0,0
Glenn Maxwell,325026,1,0,6,0,6.00,0,0,0,0,0,0
Jhye Richardson,774223,4,0,39,1,9.75,6,2,2,2,0,1
Jason Behrendorff,272477,4,1,19,1,4.75,14,3,0,0,0,1
Aaron Hardie,1124283,4,0,41,0,10.25,4,4,1,0,0,1
Andrew Tye,459508,4,0,28,2,7.00,11,2,1,1,0,1
Fawad Ahmed,240609,4,0,39,1,9.75,7,5,1,0,0,1
