Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Morne Morkel,46538,28.2,7,70,3,2.47,0,0,0
Vernon Philander,46945,17,6,32,2,1.88,1,0,0
Kagiso Rabada,550215,26,4,85,3,3.26,0,0,0
Keshav Maharaj,267724,15,1,61,1,4.06,0,0,0
Chris Morris,439952,17,1,91,1,5.35,2,0,0
James Anderson,8608,13,6,25,3,1.92,0,0,1
Stuart Broad,10617,15,5,44,1,2.93,0,1,1
Toby Roland-Jones,370535,16.4,4,57,5,3.42,0,0,1
Ben Stokes,311158,7,1,26,1,3.71,0,1,1
Joe Root,303669,2,0,5,0,2.50,0,0,1
Moeen Ali,8917,5,1,9,0,1.80,0,0,1
Morne Morkel,46538,19,6,44,1,2.31,1,0,2
Vernon Philander,46945,15,3,54,0,3.60,1,0,2
Kagiso Rabada,550215,18,4,56,1,3.11,0,0,2
Chris Morris,439952,11,0,70,2,6.36,0,0,2
Keshav Maharaj,267724,13.5,2,50,3,3.61,0,0,2
Dean Elgar,230852,3,0,28,0,9.33,0,0,2
James Anderson,8608,13,3,26,0,2.00,0,0,3
Stuart Broad,10617,16,4,47,1,2.93,0,0,3
Toby Roland-Jones,370535,18,4,72,3,4.00,0,0,3
Ben Stokes,311158,14,1,51,2,3.64,0,4,3
Moeen Ali,8917,16.1,5,45,4,2.78,0,0,3
