Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Morne Morkel,46538,22,3,75,0,3.40,0,0,0
Vernon Philander,46945,27,12,59,3,2.18,0,0,0
Keshav Maharaj,267724,33.4,5,123,5,3.65,0,0,0
Kagiso Rabada,550215,25,7,74,2,2.96,0,0,0
Aiden Markram,600498,1,0,2,0,2.00,0,0,0
Theunis de Bruyn,486672,2,0,6,0,3.00,0,0,0
Mitchell Starc,311592,10.4,3,34,5,3.18,0,0,1
Josh Hazlewood,288284,13,5,31,1,2.38,0,0,1
Nathan Lyon,272279,16,3,50,3,3.12,0,0,1
Pat Cummins,489889,12,2,47,1,3.91,0,0,1
Morne Morkel,46538,15,4,47,3,3.13,0,0,2
Vernon Philander,46945,14,4,35,0,2.50,0,0,2
Keshav Maharaj,267724,29.4,4,102,4,3.43,0,0,2
Kagiso Rabada,550215,13,5,28,2,2.15,0,0,2
Dean Elgar,230852,3,1,10,1,3.33,0,0,2
Mitchell Starc,311592,18,2,75,4,4.16,0,1,3
Josh Hazlewood,288284,15.4,2,61,3,3.89,0,0,3
Nathan Lyon,272279,32,7,86,0,2.68,0,0,3
Pat Cummins,489889,15,3,47,1,3.13,0,0,3
Mitchell Marsh,272450,7,2,21,1,3.00,0,0,3
Steven Smith,267192,5,3,3,0,0.60,0,0,3
