Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ishant Sharma,236779,9,2,23,0,2.55,0,0,0
Mohammed Siraj,940973,14,2,45,2,3.21,1,1,0
Axar Patel,554691,26,7,68,4,2.61,0,0,0
Ravichandran Ashwin,26421,19.5,4,47,3,2.36,0,0,0
Washington Sundar,719715,7,1,14,1,2.00,0,0,0
James Anderson,8608,25,14,44,3,1.76,0,0,1
Ben Stokes,311158,27.4,6,89,4,3.21,0,1,1
Jack Leach,455524,27,5,89,2,3.29,0,1,1
Dom Bess,646847,17,1,71,0,4.17,0,1,1
Joe Root,303669,18,1,56,0,3.11,0,0,1
Mohammed Siraj,940973,4,0,12,0,3.00,0,0,2
Axar Patel,554691,24,6,48,5,2.00,0,0,2
Ravichandran Ashwin,26421,22.5,4,47,5,2.05,0,0,2
Washington Sundar,719715,4,0,16,0,4.00,0,0,2
