Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Suranga Lakmal,49619,10,0,42,1,4.20,34,3,0,2,0,0
Lahiru Gamage,268845,10,0,57,4,5.70,30,3,2,1,0,0
Jeffrey Vandersay,370040,9,0,44,1,4.88,23,4,0,0,0,0
Thisara Perera,233514,10,0,34,2,3.40,31,0,0,0,0,0
Akila Dananjaya,574178,9,0,30,0,3.33,28,0,0,0,0,0
Milinda Siriwardana,222354,2,0,9,0,4.50,5,0,0,0,0,0
Junaid Khan,259551,6,0,21,1,3.50,19,1,0,0,0,1
Rumman Raees,448243,8,1,37,1,4.62,28,5,0,0,0,1
Hasan Ali,681305,10,2,32,1,3.20,40,2,0,2,0,1
Imad Wasim,227758,1,0,3,0,3.00,3,0,0,0,0,1
Mohammad Hafeez,41434,10,0,24,1,2.40,41,0,0,2,0,1
Shoaib Malik,42657,4,0,17,1,4.25,16,2,0,0,0,1
Shadab Khan,922943,9,1,47,3,5.22,30,6,0,1,0,1
