Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,4,0,38,2,9.50,7,5,0,0,0,0
Mitchell McClenaghan,319439,4,0,33,1,8.25,7,4,0,0,0,0
Jasprit Bumrah,625383,4,0,34,0,8.50,9,3,1,0,0,0
Harbhajan Singh,29264,4,0,32,1,8.00,4,2,1,0,0,0
Hardik Pandya,625371,2,0,15,1,7.50,3,2,0,0,0,0
Krunal Pandya,471342,2,0,21,0,10.50,1,1,1,0,0,0
Jaydev Unadkat,390484,3,0,49,0,16.33,5,3,5,1,0,1
Umesh Yadav,376116,2,0,19,1,9.50,4,3,0,2,0,1
Shakib Al Hasan,56143,4,0,30,1,7.50,9,3,1,0,0,1
Sunil Narine,230558,4,0,22,2,5.50,11,3,0,0,0,1
Rajagopal Sathish,33870,2,0,30,0,15.00,3,1,3,2,0,1
Andre Russell,276298,3,0,28,0,9.33,5,5,0,0,0,1
