Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,4,0,27,2,6.75,9,2,0,2,0,0
Trent Boult,277912,4,0,39,1,9.75,11,8,0,2,0,0
Barinder Sran,537126,3,0,28,0,9.33,8,4,1,1,0,0
Bipul Sharma,35928,3,0,21,1,7.00,8,2,1,0,0,0
Ben Cutting,230371,3,0,20,2,6.66,7,3,0,0,0,0
Moises Henriques,5961,3,0,27,0,9.00,6,3,1,0,0,0
Praveen Kumar,30732,3.2,0,32,0,9.60,8,4,1,1,0,1
Dhawal Kulkarni,277955,4,0,32,0,8.00,8,3,1,0,0,1
Dwayne Smith,53118,2,0,29,1,14.50,2,3,2,0,0,1
Suresh Raina,33335,2,0,15,0,7.50,5,1,1,0,0,1
Shivil Kaushik,917213,4,0,22,2,5.50,11,1,1,0,0,1
Dwayne Bravo,51439,4,0,32,2,8.00,9,3,1,0,0,1
