Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Chris Woakes,247235,10,1,32,3,3.20,36,0,0,2,0,0
Mark Wood,351588,8,0,26,1,3.25,31,2,0,2,0,0
Ben Stokes,311158,4,0,23,0,5.75,8,1,0,2,0,0
Adil Rashid,244497,10,0,42,3,4.20,31,1,1,0,0,0
Moeen Ali,8917,10,1,39,1,3.90,38,2,1,0,0,0
Joe Root,303669,2,0,15,0,7.50,3,0,1,0,0,0
Tom Curran,550235,5.5,0,46,2,7.88,12,4,1,1,0,0
Tim Southee,232364,5,1,20,0,4.00,20,3,0,0,0,1
Trent Boult,277912,6,0,50,1,8.33,17,7,0,3,0,1
Colin de Grandhomme,55395,4,0,33,0,8.25,12,5,1,0,0,1
Mitchell Santner,502714,10,0,44,1,4.40,31,4,0,0,0,1
Ish Sodhi,559066,7.4,0,78,1,10.17,16,2,7,0,0,1
