Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Vernon Philander,46945,16,3,46,2,2.87,0,0,0
Kagiso Rabada,550215,19.5,3,68,3,3.42,0,1,0
Anrich Nortje,481979,18,2,56,2,3.11,1,0,0
Keshav Maharaj,267724,27,6,68,1,2.51,0,0,0
Dwaine Pretorius,327830,11,5,26,2,2.36,0,0,0
James Anderson,8608,19,6,40,5,2.10,0,0,1
Stuart Broad,10617,18,6,38,2,2.11,0,1,1
Sam Curran,662973,13,3,39,2,3.00,0,0,1
Dom Bess,646847,27,3,62,1,2.29,0,0,1
Ben Stokes,311158,9,0,34,0,3.77,0,0,1
Joe Root,303669,3,1,4,0,1.33,0,0,1
Kagiso Rabada,550215,20,3,69,2,3.45,0,0,2
Vernon Philander,46945,14,7,24,0,1.71,0,0,2
Anrich Nortje,481979,18,2,61,3,3.38,1,0,2
Dwaine Pretorius,327830,16,4,56,1,3.50,0,0,2
Keshav Maharaj,267724,43,9,160,2,3.72,0,0,2
James Anderson,8608,18,9,23,2,1.27,0,0,3
Stuart Broad,10617,23,8,37,1,1.60,0,0,3
Dom Bess,646847,33,14,57,1,1.72,0,0,3
Sam Curran,662973,16,4,37,1,2.31,1,1,3
Joe Denly,12454,18,4,42,2,2.33,0,0,3
Joe Root,303669,6,0,11,0,1.83,0,0,3
Ben Stokes,311158,23.4,8,35,3,1.47,1,4,3
