Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shannon Gabriel,446101,21,1,84,1,4.00,0,2,0
Keemo Paul,677081,15,1,61,0,4.06,0,2,0
Shermon Lewis,1086206,20,0,93,2,4.65,0,0,0
Devendra Bishoo,341593,54,3,217,4,4.01,0,0,0
Roston Chase,391832,26,1,137,1,5.26,0,0,0
Kraigg Brathwaite,348024,13.5,1,47,1,3.39,0,0,0
Mohammed Shami,481896,9,2,22,2,2.44,0,0,1
Umesh Yadav,376116,11,3,20,1,1.81,0,0,1
Ravichandran Ashwin,26421,11,2,37,4,3.36,0,0,1
Ravindra Jadeja,234675,7,1,22,1,3.14,0,0,1
Kuldeep Yadav,559235,10,1,62,1,6.20,0,0,1
Mohammed Shami,481896,3,0,11,0,3.66,0,1,2
Ravichandran Ashwin,26421,18,2,71,2,3.94,0,0,2
Umesh Yadav,376116,3,0,16,0,5.33,0,0,2
Kuldeep Yadav,559235,14,2,57,5,4.07,0,0,2
Ravindra Jadeja,234675,12.5,1,35,3,2.72,0,0,2
