Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tendai Chatara,425639,9,1,42,2,4.66,3,0,0
Blessing Muzarabani,827051,10,1,44,2,4.40,2,0,0
Graeme Cremer,55346,10,0,42,1,4.20,2,0,0
Tendai Chisoro,235519,9,0,55,1,6.11,2,0,0
Sikandar Raza,299572,10,0,41,2,4.09,1,0,0
Tarisai Musakanda,596375,2,0,11,0,5.50,0,0,0
Mujeeb Ur Rahman,974109,8,1,28,1,3.50,1,0,1
Shapoor Zadran,319746,5,3,7,1,1.40,0,0,1
Sharafuddin Ashraf,633362,7,0,15,2,2.14,0,0,1
Mohammad Nabi,25913,7,1,26,2,3.71,0,0,1
Rashid Khan,793463,5.1,1,13,3,2.51,0,0,1
