Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Andre Russell,276298,3,0,24,3,8.00,8,2,0,2,0,0
Umesh Yadav,376116,3,0,21,0,7.00,9,2,1,0,0,0
John Hastings,228622,2.4,1,6,2,2.25,13,1,0,0,0,0
Colin Munro,232359,1,0,7,0,7.00,4,0,1,0,0,0
Brad Hogg,5681,4,1,19,3,4.75,16,2,0,1,0,0
Piyush Chawla,32966,4,0,21,2,5.25,16,1,1,1,0,0
Nathan Coulter-Nile,261354,4,0,32,0,8.00,13,7,0,0,0,1
Zaheer Khan,30102,2.1,0,24,0,11.07,4,4,0,2,0,1
Chris Morris,439952,4,0,21,0,5.25,13,3,0,1,0,1
Carlos Brathwaite,457249,2,0,9,0,4.50,7,1,0,0,1,1
Amit Mishra,31107,2,0,11,1,5.50,6,0,0,1,0,1
