Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Sami,41324,4,0,32,0,8.00,0,0,0
Rumman Raees,448243,4,0,30,1,7.50,0,0,0
Faheem Ashraf,681117,4,0,30,2,7.50,1,0,0
Muhammad Musa,1072472,4,0,42,3,10.50,0,1,0
Shadab Khan,922943,4,0,26,1,6.50,0,0,0
Imad Wasim,227758,4,0,34,0,8.50,0,0,1
Mohammad Amir,290948,3.3,0,35,1,10.00,2,0,1
Aamer Yamin,434429,4,0,27,2,6.75,1,0,1
Usman Shinwari,697279,3,0,42,1,14.00,0,0,1
Umer Khan,1072473,4,0,16,2,4.00,1,0,1
Iftikhar Ahmed,480603,1,0,10,0,10.00,1,0,1
