Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Stuart Binny,27223,3,0,19,1,6.33,8,2,0,0,0,0
Dhawal Kulkarni,277955,3,0,31,0,10.33,6,4,1,1,0,0
Shreyas Gopal,344580,4,0,21,2,5.25,8,1,0,0,0,0
Jofra Archer,669855,4,0,22,1,5.50,14,2,1,0,0,0
Jaydev Unadkat,390484,4,0,46,1,11.50,6,2,3,3,0,0
Riyan Parag,1079434,2,0,17,0,8.50,2,0,1,0,0,0
Hardik Pandya,625371,4,0,31,0,7.75,10,5,0,0,0,1
Krunal Pandya,471342,2,0,24,0,12.00,1,4,0,0,0,1
Lasith Malinga,49758,3.1,0,27,0,8.52,6,4,0,0,0,1
Rahul Chahar,1064812,4,0,29,3,7.25,10,3,1,0,0,1
Jasprit Bumrah,625383,4,0,21,1,5.25,8,1,0,0,0,1
Mayank Markande,1081442,2,0,24,0,12.00,4,2,2,0,0,1
