Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ashley Nurse,315594,1,0,6,2,6.00,3,1,0,0,0,0
Andre Russell,276298,4,0,27,1,6.75,11,4,0,0,0,0
Samuel Badree,51433,3,0,35,0,11.66,4,5,1,0,0,0
Keemo Paul,677081,4,0,24,2,6.00,13,1,1,4,0,0
Carlos Brathwaite,457249,4,0,21,0,5.25,12,1,0,1,0,0
Kesrick Williams,450075,4,0,28,4,7.00,8,3,0,1,0,0
Mehidy Hasan Miraz,629063,1,0,9,0,9.00,2,0,1,0,0,1
Mustafizur Rahman,330902,2,1,18,2,9.00,8,3,1,0,0,1
Shakib Al Hasan,56143,2.1,0,27,0,12.46,5,1,3,1,0,1
Nazmul Islam,446810,2,0,24,0,12.00,4,0,3,0,0,1
Rubel Hossain,300619,2,0,13,1,6.50,7,1,0,1,0,1
