Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Sohail Tanvir,43265,4,0,31,1,7.75,1,1,0
Mohammad Irfan,805925,3,0,30,0,10.00,0,1,0
Bilawal Bhatti,343305,4,0,15,0,3.75,0,0,0
Sunil Narine,230558,4,0,39,1,9.75,0,0,0
Yasir Shah,43685,2,0,15,0,7.50,0,0,0
Grant Elliott,44956,3,0,23,4,7.66,0,0,0
Imran Khalid,40869,1,0,21,0,21.00,2,0,1
Mohammad Sami,41324,4,0,25,1,6.25,0,1,1
Rumman Raees,448243,3.2,0,19,1,5.70,0,0,1
Shane Watson,8180,4,0,40,1,10.00,2,0,1
Shadab Khan,922943,2,0,21,0,10.50,0,0,1
Saeed Ajmal,42699,4,0,33,1,8.25,0,0,1
