Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,15,6,43,3,2.86,0,0,0
Stuart Broad,10617,15,6,38,3,2.53,0,0,0
Chris Woakes,247235,11,1,55,3,5.00,0,0,0
Sam Curran,662973,7.1,0,33,1,4.60,0,0,0
Mohammad Amir,290948,23,5,72,2,3.13,0,0,1
Mohammad Abbas,389666,26,8,78,2,3.00,0,0,1
Hasan Ali,681305,20.2,4,82,2,4.03,0,0,1
Faheem Ashraf,681117,20,4,60,3,3.00,0,0,1
Shadab Khan,922943,17,2,50,1,2.94,0,0,1
James Anderson,8608,10,2,35,2,3.50,0,0,2
Stuart Broad,10617,12,2,28,3,2.33,0,1,2
Sam Curran,662973,7,2,10,1,1.42,0,0,2
Chris Woakes,247235,6,0,18,1,3.00,0,0,2
Dom Bess,646847,11,1,33,3,3.00,0,0,2
