Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,10,0,48,2,4.80,34,5,1,0,0,0
Mohammad Amir,290948,10,1,41,0,4.09,39,6,0,1,0,0
Shaheen Shah Afridi,1072470,10,0,47,4,4.70,38,6,0,4,0,0
Mohammad Hafeez,41434,2,0,10,0,5.00,4,0,0,0,0,0
Wahab Riaz,43590,8,0,29,2,3.62,30,2,0,4,0,0
Shadab Khan,922943,10,0,44,1,4.40,29,2,1,1,0,0
Mujeeb Ur Rahman,974109,10,1,34,2,3.40,35,2,0,0,0,1
Hamid Hassan,311427,2,0,13,0,6.50,8,3,0,0,0,1
Gulbadin Naib,352048,9.4,0,73,0,7.55,20,9,0,1,0,1
Mohammad Nabi,25913,10,0,23,2,2.29,38,0,0,0,0,1
Rashid Khan,793463,10,0,50,1,5.00,35,4,1,3,0,1
Samiullah Shinwari,318339,8,0,32,0,4.00,27,2,0,1,0,1
