Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Michael Beer,307495,4,0,30,0,7.50,0,0,0
Ben Hilfenhaus,5941,3,0,21,2,7.00,2,0,0
Scott Boland,446548,4,0,30,4,7.50,1,0,0
Marcus Stoinis,325012,4,0,28,0,7.00,1,0,0
Liam Bowe,1076852,3,0,21,1,7.00,1,0,0
Evan Gulbis,381183,2,0,15,0,7.50,0,0,0
Wes Agar,959833,3,0,36,0,12.00,3,0,1
Ben Dunk,388678,2,0,20,1,10.00,0,0,1
Kelvin Smith,541777,1,0,7,0,7.00,0,0,1
Ben Laughlin,315623,4,0,19,3,4.75,0,0,1
Michael Neser,376169,3.3,0,25,1,7.14,1,0,1
Ish Sodhi,559066,4,0,25,2,6.25,0,0,1
Kieron Pollard,230559,2,0,17,0,8.50,0,0,1
