Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Chris Woakes,247235,10,0,46,2,4.59,35,6,0,1,0,0
Jofra Archer,669855,9,0,56,1,6.22,31,7,1,1,0,0
Mark Wood,351588,9,0,59,1,6.55,28,9,0,2,0,0
Ben Stokes,311158,6,0,29,1,4.83,17,2,0,0,0,0
Moeen Ali,8917,6,0,42,1,7.00,12,1,2,0,0,0
Adil Rashid,244497,10,0,49,0,4.90,31,5,0,0,0,0
Jason Behrendorff,272477,10,0,44,5,4.40,41,8,0,1,0,1
Mitchell Starc,311592,8.4,1,43,4,4.96,29,5,0,0,0,1
Pat Cummins,489889,8,1,41,0,5.12,30,7,0,1,0,1
Nathan Lyon,272279,9,0,43,0,4.77,27,2,1,0,0,1
Marcus Stoinis,325012,7,0,29,1,4.14,21,2,0,1,0,1
Glenn Maxwell,325026,2,0,15,0,7.50,7,0,2,0,0,1
