Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kyle Jarvis,332996,18,2,57,3,3.16,0,1,0
Blessing Muzarabani,827051,13,2,48,0,3.69,0,0,0
Chris Mpofu,55633,13.3,1,58,3,4.29,1,0,0
Chamu Chibhabha,55354,11,1,51,0,4.63,0,1,0
Graeme Cremer,55346,18,0,66,2,3.66,0,0,0
Sikandar Raza,299572,5,0,25,0,5.00,0,0,0
Morne Morkel,46538,11,5,21,5,1.90,0,0,1
Vernon Philander,46945,10,4,21,1,2.10,0,0,1
Kagiso Rabada,550215,6.1,2,12,2,1.94,0,2,1
Andile Phehlukwayo,540316,3,0,12,2,4.00,0,0,1
Morne Morkel,46538,4,0,12,0,3.00,0,0,2
Vernon Philander,46945,7,3,10,1,1.42,0,0,2
Keshav Maharaj,267724,17.3,5,59,5,3.37,0,0,2
Kagiso Rabada,550215,7,3,12,1,1.71,0,0,2
Andile Phehlukwayo,540316,7,2,13,3,1.85,0,0,2
