Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Riley Meredith,961713,4,0,25,2,6.25,11,2,0,1,0,0
Johan Botha,44149,2,0,20,0,10.00,5,1,2,0,0,0
Scott Boland,446548,4,0,45,0,11.25,11,7,2,0,0,0
Nathan Ellis,826915,4,0,31,3,7.75,12,2,2,0,1,0
Sandeep Lamichhane,960361,4,0,36,1,9.00,7,1,3,0,0,0
D'Arcy Short,308798,2,0,24,0,12.00,1,1,2,0,0,0
Sam Rainbird,333872,4,0,22,2,5.50,12,2,0,1,0,1
Glenn Maxwell,325026,3,0,19,0,6.33,7,1,1,0,0,1
Billy Stanlake,533042,4,0,41,1,10.25,7,4,2,2,0,1
Adam Zampa,379504,4,0,28,1,7.00,9,1,2,0,0,1
Liam Hatcher,901155,4,0,45,1,11.25,7,3,3,0,1,1
Hilton Cartwright,557295,1,0,17,0,17.00,0,2,1,0,0,1
