Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,5,1,8,5,1.60,0,0,0
Shannon Gabriel,446101,5,0,14,0,2.80,0,0,0
Jason Holder,391485,4.4,0,10,2,2.14,0,0,0
Miguel Cummins,556749,4,2,11,3,2.75,0,0,0
Abu Jayed,410763,26.3,7,84,3,3.16,2,0,1
Rubel Hossain,300619,17,3,44,0,2.58,1,1,1
Kamrul Islam,375724,20,3,69,1,3.45,0,0,1
Shakib Al Hasan,56143,27,2,71,2,2.62,0,0,1
Mehidy Hasan Miraz,629063,34,6,101,3,2.97,0,0,1
Mahmudullah,56025,11,1,18,1,1.63,0,0,1
Mominul Haque,373696,2,0,8,0,4.00,0,0,1
Jason Holder,391485,15,3,30,3,2.00,1,0,2
Shannon Gabriel,446101,12,3,77,5,6.41,2,0,2
Miguel Cummins,556749,7.2,2,16,2,2.18,0,1,2
Devendra Bishoo,341593,5,1,16,0,3.20,0,0,2
Roston Chase,391832,1,0,4,0,4.00,0,0,2
