Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Southee,232364,30.2,7,93,4,3.06,2,0,0
Lockie Ferguson,493773,11,1,47,0,4.27,1,0,0
Neil Wagner,233713,37,7,92,4,2.48,1,0,0
Colin de Grandhomme,55395,22,8,37,1,1.68,0,2,0
Mitchell Santner,502714,33,5,111,0,3.36,0,0,0
Jeet Raval,277914,13,1,33,1,2.53,0,0,0
Mitchell Starc,311592,18,2,52,5,2.88,0,0,1
Josh Hazlewood,288284,1.2,1,0,1,0.00,0,0,1
Pat Cummins,489889,14.4,3,46,1,3.13,0,0,1
Matthew Wade,230193,2,0,8,0,4.00,0,0,1
Nathan Lyon,272279,14.2,2,48,2,3.34,0,0,1
Marnus Labuschagne,787987,5,1,9,1,1.80,0,0,1
Tim Southee,232364,21.1,6,69,5,3.25,3,0,2
Colin de Grandhomme,55395,17,2,47,1,2.76,1,3,2
Neil Wagner,233713,23,4,59,3,2.56,4,3,2
Mitchell Santner,502714,8,0,35,0,4.37,0,0,2
Mitchell Starc,311592,14,5,45,4,3.21,0,0,3
Pat Cummins,489889,19,6,31,2,1.63,2,1,3
Nathan Lyon,272279,22.3,3,63,4,2.80,0,0,3
Travis Head,530011,5,1,13,0,2.60,0,0,3
Marnus Labuschagne,787987,5,0,13,0,2.60,0,0,3
