Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,19,6,63,1,3.31,0,1,0
Stuart Broad,10617,22.3,9,54,3,2.40,0,0,0
Chris Woakes,247235,20,6,43,2,2.15,0,0,0
Jofra Archer,669855,22,4,59,3,2.68,0,1,0
Dom Bess,646847,20,4,74,1,3.70,0,0,0
Joe Root,303669,6,0,25,0,4.16,0,0,0
Shaheen Shah Afridi,1072470,18,4,51,1,2.83,1,4,1
Mohammad Abbas,389666,15,6,33,2,2.20,0,3,1
Naseem Shah,1158088,16,4,44,1,2.75,0,0,1
Yasir Shah,43685,18,2,66,4,3.66,0,1,1
Shadab Khan,922943,3.3,0,13,2,3.71,0,0,1
James Anderson,8608,9,2,34,0,3.77,0,1,2
Stuart Broad,10617,10,3,37,3,3.70,0,1,2
Jofra Archer,669855,6.4,0,27,1,4.05,0,1,2
Dom Bess,646847,12,2,40,1,3.33,0,0,2
Chris Woakes,247235,5,1,11,2,2.20,0,0,2
Ben Stokes,311158,4,1,11,2,2.75,0,1,2
Shaheen Shah Afridi,1072470,15.1,1,61,1,4.02,0,4,3
Mohammad Abbas,389666,16,4,36,1,2.25,0,1,3
Naseem Shah,1158088,13,4,45,1,3.46,0,0,3
Yasir Shah,43685,30,2,99,4,3.30,0,0,3
Shadab Khan,922943,8,0,34,0,4.25,0,0,3
