Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tymal Mills,459257,4,0,27,1,6.75,6,2,0,1,0,0
Chris Jordan,288992,4,0,27,1,6.75,11,3,0,1,1,0
Liam Plunkett,19264,4,0,32,1,8.00,8,5,0,0,0,0
Ben Stokes,311158,4,0,37,1,9.25,7,2,1,5,0,0
Moeen Ali,8917,4,0,21,2,5.25,9,1,0,0,0,0
Ashish Nehra,31820,3,0,31,0,10.33,5,2,1,2,0,1
Jasprit Bumrah,625383,3.1,0,26,0,8.21,9,3,1,0,1,1
Yuzvendra Chahal,430246,4,0,27,2,6.75,11,1,2,0,0,1
Parvez Rasool,378496,4,0,32,1,8.00,6,1,2,0,0,1
Suresh Raina,33335,2,0,17,0,8.50,1,0,1,0,0,1
Hardik Pandya,625371,2,0,12,0,6.00,4,1,0,1,0,1
