Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ravichandran Ashwin,26421,4,0,23,1,5.75,4,0,0,1,0,0
Mohit Sharma,537119,4,0,33,2,8.25,5,2,1,0,0,0
Mujeeb Ur Rahman,974109,4,0,28,2,7.00,9,3,0,1,0,0
Axar Patel,554691,3,0,35,1,11.66,3,3,2,0,0,0
Andrew Tye,459508,4,0,38,0,9.50,7,3,2,1,1,0
Marcus Stoinis,325012,1,0,7,0,7.00,0,0,0,0,0,0
Trent Boult,277912,3.5,0,34,1,8.86,11,3,2,0,1,1
Mohammed Shami,481896,2,0,26,0,13.00,3,4,1,0,0,1
Amit Mishra,31107,4,0,46,0,11.50,4,4,2,0,0,1
Chris Morris,439952,3,0,25,1,8.33,8,3,1,0,0,1
Dan Christian,4864,2,0,12,1,6.00,6,0,1,0,0,1
Rahul Tewatia,423838,4,0,24,1,6.00,9,2,0,0,0,1
